"","genename","ensembleID","entrezgene_id"
"GJA6P","GJA6P","ENSG00000236187",NA
"PRKX-AS1","PRKX-AS1","ENSG00000236188",100873944
"RPL18AP15","RPL18AP15","ENSG00000236189",NA
"RP3-431C21.1","RP3-431C21.1","ENSG00000236190",NA
"RPS15AP25","RPS15AP25","ENSG00000236191",NA
"RP11-105N14.3","RP11-105N14.3","ENSG00000236193",NA
"AC003104.1","AC003104.1","ENSG00000236194",NA
"RNMTL1P2","RNMTL1P2","ENSG00000236195",NA
"NFKBIL1 (ENSG00000236196)","NFKBIL1 (ENSG00000236196)","ENSG00000236196",4795
"AC002429.5","AC002429.5","ENSG00000236197",NA
"ENSG00000236198","ENSG00000236198","ENSG00000236198",NA
"RP11-264I13.2","RP11-264I13.2","ENSG00000236199",NA
"KDM4A-AS1","KDM4A-AS1","ENSG00000236200",NA
"GRM7-AS1","GRM7-AS1","ENSG00000236202",100873937
"MCCD1P2 (ENSG00000236203)","MCCD1P2 (ENSG00000236203)","ENSG00000236203",NA
"LINC01376","LINC01376","ENSG00000236204",400945
"RP3-406C18.1","RP3-406C18.1","ENSG00000236205",NA
"RP11-306I1.2","RP11-306I1.2","ENSG00000236206",NA
"C10orf71-AS1","C10orf71-AS1","ENSG00000236208",NA
"AC104135.2","AC104135.2","ENSG00000236209",NA
"LY6G6E (ENSG00000236210)","LY6G6E (ENSG00000236210)","ENSG00000236210",NA
"MTCO1P7","MTCO1P7","ENSG00000236211",NA
"AC009262.2","AC009262.2","ENSG00000236212",NA
"AC006369.2","AC006369.2","ENSG00000236213",NA
"PPP1R11P1","PPP1R11P1","ENSG00000236216",NA
"C1DP2","C1DP2","ENSG00000236217",NA
"TNXB (ENSG00000236221)","TNXB (ENSG00000236221)","ENSG00000236221",7148
"WDR46 (ENSG00000236222)","WDR46 (ENSG00000236222)","ENSG00000236222",9277
"HCG4 (ENSG00000236225)","HCG4 (ENSG00000236225)","ENSG00000236225",NA
"RP11-645N11.3","RP11-645N11.3","ENSG00000236226",NA
"BRD2 (ENSG00000236227)","BRD2 (ENSG00000236227)","ENSG00000236227",6046
"VEZF1P1","VEZF1P1","ENSG00000236229",NA
"RP11-400N13.1","RP11-400N13.1","ENSG00000236230",NA
"AC017048.2","AC017048.2","ENSG00000236231",NA
"MTCYBP24","MTCYBP24","ENSG00000236232",NA
"ENSG00000236233","ENSG00000236233","ENSG00000236233",NA
"AC091132.1","AC091132.1","ENSG00000236234",NA
"LA16c-13E4.3","LA16c-13E4.3","ENSG00000236235",NA
"TNXB (ENSG00000236236)","TNXB (ENSG00000236236)","ENSG00000236236",7148
"LTB (ENSG00000236237)","LTB (ENSG00000236237)","ENSG00000236237",4050
"AC093106.4","AC093106.4","ENSG00000236238",NA
"GPC5-IT1","GPC5-IT1","ENSG00000236240",NA
"RP11-744O11.2","RP11-744O11.2","ENSG00000236241",NA
"MYO16-AS1","MYO16-AS1","ENSG00000236242",100885782
"RPL6P29","RPL6P29","ENSG00000236243",NA
"RP4-799P18.3","RP4-799P18.3","ENSG00000236244",NA
"FAM166AP10","FAM166AP10","ENSG00000236246",NA
"ENSG00000236247","ENSG00000236247","ENSG00000236247",NA
"AC104389.32","AC104389.32","ENSG00000236248",NA
"ENSG00000236249","ENSG00000236249","ENSG00000236249",NA
"STK19 (ENSG00000236250)","STK19 (ENSG00000236250)","ENSG00000236250",8859
"HSPA1L (ENSG00000236251)","HSPA1L (ENSG00000236251)","ENSG00000236251",3305
"RP11-15J10.8","RP11-15J10.8","ENSG00000236252",101928381
"SLC25A3P1","SLC25A3P1","ENSG00000236253",163742
"MTND4P14","MTND4P14","ENSG00000236254",NA
"AC009404.2","AC009404.2","ENSG00000236255",NA
"DIAPH2-AS1","DIAPH2-AS1","ENSG00000236256",10824
"EI24P2","EI24P2","ENSG00000236257",NA
"TIMM8BP1","TIMM8BP1","ENSG00000236258",NA
"AC017083.2","AC017083.2","ENSG00000236259",NA
"RP11-368M16.6","RP11-368M16.6","ENSG00000236261",NA
"SHANK2-AS2","SHANK2-AS2","ENSG00000236262",NA
"RP11-263K19.6","RP11-263K19.6","ENSG00000236263",NA
"RPL26P30","RPL26P30","ENSG00000236264",NA
"DDX39BP1 (ENSG00000236265)","DDX39BP1 (ENSG00000236265)","ENSG00000236265",NA
"RP3-467L1.4","RP3-467L1.4","ENSG00000236266",NA
"AP006216.5","AP006216.5","ENSG00000236267",NA
"LINC01361","LINC01361","ENSG00000236268",101927498
"ENO1-IT1","ENO1-IT1","ENSG00000236269",NA
"FLOT1 (ENSG00000236271)","FLOT1 (ENSG00000236271)","ENSG00000236271",10211
"Z82214.3","Z82214.3","ENSG00000236272",105373051
"RPL15P4 (ENSG00000236273)","RPL15P4 (ENSG00000236273)","ENSG00000236273",NA
"RP4-728D4.3","RP4-728D4.3","ENSG00000236274",NA
"NDP-AS1","NDP-AS1","ENSG00000236276",NA
"NIPA2P5","NIPA2P5","ENSG00000236277",NA
"PEBP1P3 (ENSG00000236278)","PEBP1P3 (ENSG00000236278)","ENSG00000236278",NA
"CLEC2L","CLEC2L","ENSG00000236279",154790
"AC114737.3","AC114737.3","ENSG00000236280",NA
"NDUFB9P2","NDUFB9P2","ENSG00000236281",NA
"AC013463.2","AC013463.2","ENSG00000236283",NA
"VN1R31P","VN1R31P","ENSG00000236284",NA
"NPM1P8","NPM1P8","ENSG00000236285",NA
"ZBED5","ZBED5","ENSG00000236287",58486
"GACAT3","GACAT3","ENSG00000236289",NA
"EEF1GP7","EEF1GP7","ENSG00000236290",NA
"RP5-1099E6.3","RP5-1099E6.3","ENSG00000236292",NA
"ENSG00000236294","ENSG00000236294","ENSG00000236294",NA
"AC007563.1","AC007563.1","ENSG00000236295",NA
"GUSBP5","GUSBP5","ENSG00000236296",441046
"RP11-175P19.2","RP11-175P19.2","ENSG00000236297",NA
"RP11-340I6.7","RP11-340I6.7","ENSG00000236299",NA
"MTND4LP12","MTND4LP12","ENSG00000236300",NA
"MRGPRG-AS1","MRGPRG-AS1","ENSG00000236301",283303
"RP11-540N6.1","RP11-540N6.1","ENSG00000236303",NA
"AP001189.4","AP001189.4","ENSG00000236304",107984360
"RP11-126L15.4","RP11-126L15.4","ENSG00000236305",105375430
"LINC01241","LINC01241","ENSG00000236306",101929582
"EEF1E1P1","EEF1E1P1","ENSG00000236307",NA
"RP11-316M21.7","RP11-316M21.7","ENSG00000236308",NA
"ENSG00000236309","ENSG00000236309","ENSG00000236309",NA
"ENSG00000236310","ENSG00000236310","ENSG00000236310",NA
"TLX1NB","TLX1NB","ENSG00000236311",100038246
"RPL34P34","RPL34P34","ENSG00000236312",NA
"VN1R53P","VN1R53P","ENSG00000236313",NA
"NCR3 (ENSG00000236315)","NCR3 (ENSG00000236315)","ENSG00000236315",259197
"OR7E109P","OR7E109P","ENSG00000236316",NA
"RP11-348H3.5","RP11-348H3.5","ENSG00000236317",NA
"KCCAT333","KCCAT333","ENSG00000236318",NA
"CTD-2033D24.2","CTD-2033D24.2","ENSG00000236319",NA
"SLFN14","SLFN14","ENSG00000236320",342618
"ENSG00000236322","ENSG00000236322","ENSG00000236322",NA
"BMP6P1","BMP6P1","ENSG00000236323",NA
"RP3-403L10.3","RP3-403L10.3","ENSG00000236324",NA
"AC005300.5","AC005300.5","ENSG00000236325",NA
"RP3-486I3.5","RP3-486I3.5","ENSG00000236326",NA
"RP11-759F5.1","RP11-759F5.1","ENSG00000236327",NA
"RPL5P9","RPL5P9","ENSG00000236330",NA
"AP001605.4","AP001605.4","ENSG00000236332",NA
"TRHDE-AS1","TRHDE-AS1","ENSG00000236333",NA
"PPIAL4G","PPIAL4G","ENSG00000236334",644591
"RP4-591L5.1","RP4-591L5.1","ENSG00000236335",NA
"RP3-430A16.1","RP3-430A16.1","ENSG00000236336",NA
"FMR1-IT1","FMR1-IT1","ENSG00000236337",NA
"ENSG00000236338","ENSG00000236338","ENSG00000236338",NA
"POM121L13P","POM121L13P","ENSG00000236339",NA
"AC000099.1","AC000099.1","ENSG00000236340",101928333
"RP5-1103B4.3","RP5-1103B4.3","ENSG00000236341",NA
"ABCF1 (ENSG00000236342)","ABCF1 (ENSG00000236342)","ENSG00000236342",23
"EI24P4","EI24P4","ENSG00000236343",NA
"RP11-59D5__B.2","RP11-59D5__B.2","ENSG00000236345",112935969
"NFKBIL1 (ENSG00000236346)","NFKBIL1 (ENSG00000236346)","ENSG00000236346",4795
"RP11-346D19.1","RP11-346D19.1","ENSG00000236347",NA
"PSMC1P10","PSMC1P10","ENSG00000236348",NA
"SUCLG2P2","SUCLG2P2","ENSG00000236349",NA
"AC005220.3","AC005220.3","ENSG00000236352",NA
"PBX2 (ENSG00000236353)","PBX2 (ENSG00000236353)","ENSG00000236353",5089
"LINC00437","LINC00437","ENSG00000236354",NA
"RP3-503A6.2","RP3-503A6.2","ENSG00000236355",NA
"AC079584.2","AC079584.2","ENSG00000236356",NA
"EI24P1","EI24P1","ENSG00000236357",NA
"RP5-827C21.2","RP5-827C21.2","ENSG00000236358",NA
"OR51B8P","OR51B8P","ENSG00000236359",NA
"RP11-334A14.2","RP11-334A14.2","ENSG00000236360",NA
"ENSG00000236361","ENSG00000236361","ENSG00000236361",NA
"GAGE12F","GAGE12F","ENSG00000236362",2574
"RP11-525G13.2","RP11-525G13.2","ENSG00000236364",NA
"RP5-849L7.1","RP5-849L7.1","ENSG00000236365",NA
"RP11-440G9.1","RP11-440G9.1","ENSG00000236366",153910
"TMPOP1 (ENSG00000236369)","TMPOP1 (ENSG00000236369)","ENSG00000236369",NA
"CT47A1","CT47A1","ENSG00000236371",728096
"RP5-865N13.1","RP5-865N13.1","ENSG00000236372",NA
"RP11-15K3.1","RP11-15K3.1","ENSG00000236373",101926942
"USP8P1 (ENSG00000236374)","USP8P1 (ENSG00000236374)","ENSG00000236374",NA
"POU5F1P5","POU5F1P5","ENSG00000236375",NA
"RP11-470F18.1","RP11-470F18.1","ENSG00000236376",NA
"AC084809.3","AC084809.3","ENSG00000236377",NA
"RP11-394G3.2","RP11-394G3.2","ENSG00000236378",NA
"ZNF736P4Y","ZNF736P4Y","ENSG00000236379",NA
"VENTXP7","VENTXP7","ENSG00000236380",NA
"KRTAP10-13P","KRTAP10-13P","ENSG00000236382",NA
"LINC00854","LINC00854","ENSG00000236383",100874261
"LINC00479","LINC00479","ENSG00000236384",150135
"RP11-114M1.2","RP11-114M1.2","ENSG00000236385",NA
"AC009518.3","AC009518.3","ENSG00000236386",NA
"RP11-307O10.1","RP11-307O10.1","ENSG00000236387",NA
"ITCH-AS1","ITCH-AS1","ENSG00000236388",NA
"RP1-287H17.1","RP1-287H17.1","ENSG00000236389",NA
"RP11-25B7.1","RP11-25B7.1","ENSG00000236390",NA
"AC092573.2","AC092573.2","ENSG00000236391",NA
"AC100848.1","AC100848.1","ENSG00000236392",NA
"RP11-320G24.1","RP11-320G24.1","ENSG00000236393",101927476
"RP11-229P13.15","RP11-229P13.15","ENSG00000236394",NA
"AC093106.6","AC093106.6","ENSG00000236395",NA
"SLC35G4","SLC35G4","ENSG00000236396",646000
"DDX11L2","DDX11L2","ENSG00000236397",NA
"TAS2R39","TAS2R39","ENSG00000236398",259285
"TRIM40 (ENSG00000236399)","TRIM40 (ENSG00000236399)","ENSG00000236399",135644
"KRTAP21-4P","KRTAP21-4P","ENSG00000236400",NA
"SLC4A1APP2","SLC4A1APP2","ENSG00000236401",NA
"RP11-447M12.2","RP11-447M12.2","ENSG00000236403",NA
"VLDLR-AS1","VLDLR-AS1","ENSG00000236404",401491
"UBQLN1P1 (ENSG00000236405)","UBQLN1P1 (ENSG00000236405)","ENSG00000236405",NA
"HMGB1P18","HMGB1P18","ENSG00000236407",NA
"RP11-476H24.1","RP11-476H24.1","ENSG00000236408",NA
"NRADDP","NRADDP","ENSG00000236409",NA
"NDUFAF4P3","NDUFAF4P3","ENSG00000236411",NA
"RP11-132N15.2","RP11-132N15.2","ENSG00000236412",NA
"RP13-24G8.2","RP13-24G8.2","ENSG00000236413",NA
"AC004535.2","AC004535.2","ENSG00000236414",NA
"PPIAP9 (ENSG00000236415)","PPIAP9 (ENSG00000236415)","ENSG00000236415",NA
"CTSLP1","CTSLP1","ENSG00000236417",NA
"HLA-DQA1 (ENSG00000236418)","HLA-DQA1 (ENSG00000236418)","ENSG00000236418",3117
"CHCHD3P1","CHCHD3P1","ENSG00000236420",NA
"HCG19P (ENSG00000236422)","HCG19P (ENSG00000236422)","ENSG00000236422",NA
"LINC01134","LINC01134","ENSG00000236423",100133612
"TSPY10","TSPY10","ENSG00000236424",100289087
"AC090018.1","AC090018.1","ENSG00000236425",NA
"RP11-79M19.2","RP11-79M19.2","ENSG00000236426",NA
"RP11-107M16.2","RP11-107M16.2","ENSG00000236427",NA
"PPP1R18 (ENSG00000236428)","PPP1R18 (ENSG00000236428)","ENSG00000236428",170954
"GPM6BP2","GPM6BP2","ENSG00000236429",NA
"KRT8P29","KRT8P29","ENSG00000236430",NA
"AC009237.11","AC009237.11","ENSG00000236431",NA
"AC097662.2","AC097662.2","ENSG00000236432",NA
"RPL37P21","RPL37P21","ENSG00000236433",NA
"RP11-296A18.6","RP11-296A18.6","ENSG00000236434",NA
"TSPY12P","TSPY12P","ENSG00000236435",NA
"AC012361.1","AC012361.1","ENSG00000236436",101928271
"AP001891.1","AP001891.1","ENSG00000236437",NA
"FAM157A","FAM157A","ENSG00000236438",NA
"RP11-175B9.3","RP11-175B9.3","ENSG00000236439",NA
"AC117947.1","AC117947.1","ENSG00000236440",NA
"DDX39BP1 (ENSG00000236441)","DDX39BP1 (ENSG00000236441)","ENSG00000236441",NA
"ANKRD54P1","ANKRD54P1","ENSG00000236442",NA
"PSMB8 (ENSG00000236443)","PSMB8 (ENSG00000236443)","ENSG00000236443",5696
"UBE2L5P","UBE2L5P","ENSG00000236444",171222
"LINC00608","LINC00608","ENSG00000236445",NA
"CT47B1","CT47B1","ENSG00000236446",643311
"ATG10-IT1","ATG10-IT1","ENSG00000236447",NA
"AC018890.6","AC018890.6","ENSG00000236449",NA
"RP11-111F5.1","RP11-111F5.1","ENSG00000236450",NA
"AC067956.1","AC067956.1","ENSG00000236451",NA
"AC123023.1","AC123023.1","ENSG00000236452",NA
"AC003092.1","AC003092.1","ENSG00000236453",NA
"RP4-785G19.2","RP4-785G19.2","ENSG00000236456",NA
"AC130689.5","AC130689.5","ENSG00000236457",NA
"HNRNPA1P22","HNRNPA1P22","ENSG00000236459",NA
"SNX2P2","SNX2P2","ENSG00000236460",NA
"RP11-523L1.2","RP11-523L1.2","ENSG00000236461",101928748
"LINC00427","LINC00427","ENSG00000236463",NA
"CTA-796E4.3","CTA-796E4.3","ENSG00000236464",NA
"RP11-795J1.1","RP11-795J1.1","ENSG00000236466",NA
"KCNMA1-AS1","KCNMA1-AS1","ENSG00000236467",101929328
"RP11-104D3.2","RP11-104D3.2","ENSG00000236468",NA
"AC007040.8","AC007040.8","ENSG00000236469",NA
"AF127577.12","AF127577.12","ENSG00000236471",NA
"AC002401.1","AC002401.1","ENSG00000236472",NA
"KRT43P","KRT43P","ENSG00000236473",NA
"GCNT1P1","GCNT1P1","ENSG00000236474",NA
"TRIM26BP (ENSG00000236475)","TRIM26BP (ENSG00000236475)","ENSG00000236475",NA
"RP11-8J9.5","RP11-8J9.5","ENSG00000236476",NA
"RPS24P1","RPS24P1","ENSG00000236477",NA
"AC012513.4","AC012513.4","ENSG00000236478",NA
"PKMP1","PKMP1","ENSG00000236480",NA
"AC002331.1","AC002331.1","ENSG00000236481",NA
"MTND2P40","MTND2P40","ENSG00000236483",NA
"RRM2P2","RRM2P2","ENSG00000236484",NA
"RP1-156L9.1","RP1-156L9.1","ENSG00000236485",NA
"RP11-753E22.2","RP11-753E22.2","ENSG00000236487",NA
"PPP1R2P1 (ENSG00000236488)","PPP1R2P1 (ENSG00000236488)","ENSG00000236488",NA
"RP11-537I16.2","RP11-537I16.2","ENSG00000236489",NA
"TAPBP (ENSG00000236490)","TAPBP (ENSG00000236490)","ENSG00000236490",6892
"RP13-565O16.2","RP13-565O16.2","ENSG00000236491",NA
"DDR1-AS1 (ENSG00000236492)","DDR1-AS1 (ENSG00000236492)","ENSG00000236492",NA
"EIF2S2P3","EIF2S2P3","ENSG00000236493",NA
"RP11-89N17.4","RP11-89N17.4","ENSG00000236494",NA
"RP11-7C6.1","RP11-7C6.1","ENSG00000236495",NA
"GPS2P1","GPS2P1","ENSG00000236496",NA
"RP11-66A2.2","RP11-66A2.2","ENSG00000236497",101927683
"AC107081.5","AC107081.5","ENSG00000236498",NA
"LINC00896","LINC00896","ENSG00000236499",150197
"RP4-680D5.4","RP4-680D5.4","ENSG00000236500",NA
"AC079305.11","AC079305.11","ENSG00000236501",NA
"SIX3-AS1","SIX3-AS1","ENSG00000236502",100506108
"AC009784.4","AC009784.4","ENSG00000236503",NA
"AC087499.7","AC087499.7","ENSG00000236504",NA
"RP1-63P18.2","RP1-63P18.2","ENSG00000236505",NA
"RP5-1050E16.1","RP5-1050E16.1","ENSG00000236507",NA
"ATP13A5-AS1","ATP13A5-AS1","ENSG00000236508",NA
"RPL21P133","RPL21P133","ENSG00000236509",NA
"AC011284.3","AC011284.3","ENSG00000236510",NA
"LINC01231","LINC01231","ENSG00000236511",NA
"RP3-336K20__B.2","RP3-336K20__B.2","ENSG00000236512",NA
"RP11-707P20.1","RP11-707P20.1","ENSG00000236513",101928201
"RP11-162G10.5","RP11-162G10.5","ENSG00000236514",NA
"ZBTB9 (ENSG00000236515)","ZBTB9 (ENSG00000236515)","ENSG00000236515",221504
"KLF2P4","KLF2P4","ENSG00000236516",NA
"ENSG00000236518","ENSG00000236518","ENSG00000236518",NA
"LINC01424","LINC01424","ENSG00000236519",NA
"GPC6-AS1","GPC6-AS1","ENSG00000236520",100873972
"NPAP1P4","NPAP1P4","ENSG00000236521",NA
"MDC1-AS1 (ENSG00000236522)","MDC1-AS1 (ENSG00000236522)","ENSG00000236522",106478956
"NPM1P40","NPM1P40","ENSG00000236523",NA
"ENSG00000236524","ENSG00000236524","ENSG00000236524",NA
"AC007278.2","AC007278.2","ENSG00000236525",NA
"RP4-742J24.2","RP4-742J24.2","ENSG00000236526",NA
"ARF4P2","ARF4P2","ENSG00000236527",NA
"RP1-125I3.2","RP1-125I3.2","ENSG00000236528",NA
"RP13-254B10.1","RP13-254B10.1","ENSG00000236529",NA
"AC097711.1","AC097711.1","ENSG00000236530",NA
"RP5-945F2.2","RP5-945F2.2","ENSG00000236531",NA
"AL035610.2","AL035610.2","ENSG00000236532",101927973
"AC009413.2","AC009413.2","ENSG00000236533",NA
"H3F3BP1","H3F3BP1","ENSG00000236534",NA
"RC3H1-IT1","RC3H1-IT1","ENSG00000236535",NA
"AC003986.7","AC003986.7","ENSG00000236536",NA
"ENSG00000236537","ENSG00000236537","ENSG00000236537",NA
"ZNF863P","ZNF863P","ENSG00000236538",NA
"HNRNPA1P54","HNRNPA1P54","ENSG00000236539",NA
"AC006547.13","AC006547.13","ENSG00000236540",NA
"VN2R9P","VN2R9P","ENSG00000236541",NA
"MED28P7","MED28P7","ENSG00000236542",NA
"RP11-98L5.5","RP11-98L5.5","ENSG00000236543",102723971
"AC008060.8","AC008060.8","ENSG00000236544",NA
"AP001619.3","AP001619.3","ENSG00000236545",NA
"RP1-118J21.5","RP1-118J21.5","ENSG00000236546",105378668
"RPL15P4 (ENSG00000236547)","RPL15P4 (ENSG00000236547)","ENSG00000236547",NA
"RNF217-AS1","RNF217-AS1","ENSG00000236548",NA
"RPS27AP7","RPS27AP7","ENSG00000236549",NA
"RP4-673D20.5","RP4-673D20.5","ENSG00000236550",NA
"RPL13AP5","RPL13AP5","ENSG00000236552",728658
"ASNSP3","ASNSP3","ENSG00000236554",NA
"AC115115.4","AC115115.4","ENSG00000236555",NA
"RP11-443O13.3","RP11-443O13.3","ENSG00000236556",NA
"ENSG00000236558","ENSG00000236558","ENSG00000236558",NA
"RP11-243J16.7","RP11-243J16.7","ENSG00000236559",NA
"PPP1R11 (ENSG00000236560)","PPP1R11 (ENSG00000236560)","ENSG00000236560",6992
"MOG (ENSG00000236561)","MOG (ENSG00000236561)","ENSG00000236561",4340
"RP11-396M11.1","RP11-396M11.1","ENSG00000236562",NA
"YWHAQP5","YWHAQP5","ENSG00000236564",NA
"HNRNPA3P5","HNRNPA3P5","ENSG00000236565",NA
"TCF3P1","TCF3P1","ENSG00000236567",NA
"HNRNPA1P73","HNRNPA1P73","ENSG00000236569",NA
"RAD23BP1","RAD23BP1","ENSG00000236570",NA
"RP6-29D12.3","RP6-29D12.3","ENSG00000236571",NA
"AC006369.3","AC006369.3","ENSG00000236572",NA
"RP11-340I6.4","RP11-340I6.4","ENSG00000236574",NA
"ENSG00000236575","ENSG00000236575","ENSG00000236575",NA
"RP11-22B10.3","RP11-22B10.3","ENSG00000236576",NA
"SNRPGP14","SNRPGP14","ENSG00000236577",NA
"HCG9 (ENSG00000236579)","HCG9 (ENSG00000236579)","ENSG00000236579",10255
"RP11-95P9.1","RP11-95P9.1","ENSG00000236580",NA
"STARD13-AS","STARD13-AS","ENSG00000236581",NA
"PRPF38AP2","PRPF38AP2","ENSG00000236582",NA
"AP004290.1","AP004290.1","ENSG00000236583",NA
"ENSG00000236584","ENSG00000236584","ENSG00000236584",NA
"XXbac-BPG116M5.15 (ENSG00000236587)","XXbac-BPG116M5.15 (ENSG00000236587)","ENSG00000236587",NA
"MTATP6P4","MTATP6P4","ENSG00000236590",NA
"RP11-162J8.3","RP11-162J8.3","ENSG00000236591",NA
"S100A11P2","S100A11P2","ENSG00000236592",NA
"RPS27AP14","RPS27AP14","ENSG00000236594",NA
"MED15P5","MED15P5","ENSG00000236595",NA
"AC092568.1","AC092568.1","ENSG00000236596",NA
"IGHD7-27","IGHD7-27","ENSG00000236597",NA
"NCRNA00171 (ENSG00000236598)","NCRNA00171 (ENSG00000236598)","ENSG00000236598",80862
"TCEB1P26","TCEB1P26","ENSG00000236599",NA
"RP4-669L17.2","RP4-669L17.2","ENSG00000236601",NA
"RANP1 (ENSG00000236603)","RANP1 (ENSG00000236603)","ENSG00000236603",NA
"LYPLA2P3","LYPLA2P3","ENSG00000236604",NA
"AC023115.4","AC023115.4","ENSG00000236605",NA
"RP11-93H12.3","RP11-93H12.3","ENSG00000236606",NA
"EEF1DP8","EEF1DP8","ENSG00000236607",NA
"EIF4A1P6","EIF4A1P6","ENSG00000236608",NA
"ZNF853","ZNF853","ENSG00000236609",54753
"SOCS5P1","SOCS5P1","ENSG00000236610",NA
"AP000343.2","AP000343.2","ENSG00000236611",102724679
"KRTAP19-11P","KRTAP19-11P","ENSG00000236612",NA
"ZNF90P2 (ENSG00000236614)","ZNF90P2 (ENSG00000236614)","ENSG00000236614",NA
"AC010086.5","AC010086.5","ENSG00000236615",NA
"BAK1P2","BAK1P2","ENSG00000236616",NA
"RP11-46H11.12","RP11-46H11.12","ENSG00000236617",101928530
"PITPNA-AS1","PITPNA-AS1","ENSG00000236618",100306951
"HCG9P5 (ENSG00000236619)","HCG9P5 (ENSG00000236619)","ENSG00000236619",NA
"XKRYP3","XKRYP3","ENSG00000236620",NA
"OR52E1 (ENSG00000236621)","OR52E1 (ENSG00000236621)","ENSG00000236621",NA
"ENSG00000236624","ENSG00000236624","ENSG00000236624",NA
"C4B (ENSG00000236625)","C4B (ENSG00000236625)","ENSG00000236625",721
"MTND5P17","MTND5P17","ENSG00000236626",NA
"RP11-252P19.1","RP11-252P19.1","ENSG00000236627",NA
"MTCO3P1 (ENSG00000236629)","MTCO3P1 (ENSG00000236629)","ENSG00000236629",NA
"HLA-E (ENSG00000236632)","HLA-E (ENSG00000236632)","ENSG00000236632",3133
"AC016903.1","AC016903.1","ENSG00000236634",NA
"RP11-35J1.1","RP11-35J1.1","ENSG00000236635",105377860
"RP11-211A18.1","RP11-211A18.1","ENSG00000236636",NA
"IFNA4","IFNA4","ENSG00000236637",3441
"RP5-905H7.4","RP5-905H7.4","ENSG00000236638",NA
"CTA-221G9.7","CTA-221G9.7","ENSG00000236641",NA
"MICF (ENSG00000236642)","MICF (ENSG00000236642)","ENSG00000236642",NA
"RP11-175D17.3","RP11-175D17.3","ENSG00000236643",NA
"LAMTOR5P1","LAMTOR5P1","ENSG00000236646",NA
"AC009947.5","AC009947.5","ENSG00000236647",NA
"RP11-473A10.2","RP11-473A10.2","ENSG00000236648",NA
"PPT2 (ENSG00000236649)","PPT2 (ENSG00000236649)","ENSG00000236649",9374
"DLX2-AS1","DLX2-AS1","ENSG00000236651",104326193
"AC005235.1","AC005235.1","ENSG00000236653",NA
"AC079780.3","AC079780.3","ENSG00000236654",NA
"AC023347.2","AC023347.2","ENSG00000236655",NA
"RP11-144L1.4","RP11-144L1.4","ENSG00000236656",NA
"BRD2-IT1 (ENSG00000236657)","BRD2-IT1 (ENSG00000236657)","ENSG00000236657",NA
"RP11-83J21.3","RP11-83J21.3","ENSG00000236658",NA
"FAM90A7P","FAM90A7P","ENSG00000236660",NA
"RP11-108L7.4","RP11-108L7.4","ENSG00000236662",NA
"FRGCA","FRGCA","ENSG00000236663",106481742
"AC011998.1","AC011998.1","ENSG00000236664",NA
"AC114808.2","AC114808.2","ENSG00000236665",NA
"POTEH-AS1","POTEH-AS1","ENSG00000236666",NA
"AC104076.2","AC104076.2","ENSG00000236667",NA
"RP11-85O21.2","RP11-85O21.2","ENSG00000236668",100505588
"ENSG00000236669","ENSG00000236669","ENSG00000236669",NA
"KRT18P5","KRT18P5","ENSG00000236670",NA
"PRKG1-AS1","PRKG1-AS1","ENSG00000236671",NA
"C6orf10 (ENSG00000236672)","C6orf10 (ENSG00000236672)","ENSG00000236672",10665
"RP11-69I8.2","RP11-69I8.2","ENSG00000236673",NA
"RP4-792G4.3","RP4-792G4.3","ENSG00000236674",NA
"MTX1P1 (ENSG00000236675)","MTX1P1 (ENSG00000236675)","ENSG00000236675",NA
"RP5-837I24.4","RP5-837I24.4","ENSG00000236676",NA
"AP000688.11","AP000688.11","ENSG00000236677",NA
"LINC00347","LINC00347","ENSG00000236678",NA
"RPL23AP24","RPL23AP24","ENSG00000236679",NA
"RP11-296P7.4","RP11-296P7.4","ENSG00000236680",NA
"DSTNP5","DSTNP5","ENSG00000236681",NA
"AC068282.3","AC068282.3","ENSG00000236682",100506922
"HMGA1P1","HMGA1P1","ENSG00000236683",NA
"ENSG00000236684","ENSG00000236684","ENSG00000236684",NA
"BZW1P1","BZW1P1","ENSG00000236686",NA
"RP11-323H21.3","RP11-323H21.3","ENSG00000236687",NA
"HLA-N (ENSG00000236688)","HLA-N (ENSG00000236688)","ENSG00000236688",NA
"MTCO2P21","MTCO2P21","ENSG00000236689",NA
"AC007274.5","AC007274.5","ENSG00000236690",NA
"NDUFA4P2","NDUFA4P2","ENSG00000236691",NA
"RP11-1217F2.9","RP11-1217F2.9","ENSG00000236692",NA
"HLA-DPB1 (ENSG00000236693)","HLA-DPB1 (ENSG00000236693)","ENSG00000236693",3115
"HNRNPA1P47","HNRNPA1P47","ENSG00000236695",NA
"GPSM3 (ENSG00000236697)","GPSM3 (ENSG00000236697)","ENSG00000236697",63940
"EIF1AXP1","EIF1AXP1","ENSG00000236698",NA
"ARHGEF38","ARHGEF38","ENSG00000236699",54848
"LINC01010","LINC01010","ENSG00000236700",NA
"RP11-549A6.1","RP11-549A6.1","ENSG00000236701",NA
"MYB-AS1","MYB-AS1","ENSG00000236703",NA
"CNOT4P1","CNOT4P1","ENSG00000236704",NA
"HLA-U (ENSG00000236706)","HLA-U (ENSG00000236706)","ENSG00000236706",NA
"AC073316.1","AC073316.1","ENSG00000236708",NA
"DAPK1-IT1","DAPK1-IT1","ENSG00000236709",100506897
