"","SYMBOL","GSM3535477","GSM3535478","GSM3535479","GSM3535480","GSM3535481","GSM3535482"
"4043","LINC03017",0,0,0,0,0,0
"4044","LINC02201",0,0,0,0,0,0
"4045","CARNMT1-AS1",33,45,36,43,37,29
"4046","LINC01163",0,0,0,0,1,0
"4047","LOC101927383",0,0,0,19,23,7
"4048","LOC101927385",0,0,0,0,0,0
"4049","LOC101927388",0,0,0,0,0,0
"4050","LOC101927389",0,0,0,0,0,0
"4051","MIOS-DT",27,18,23,13,13,7
"4052","LOC101927392",0,0,0,0,0,0
"4053","LOC101927393",87,114,102,133,150,83
"4054","LOC101927394",0,0,0,0,0,0
"4055","LINC01514",0,1,0,0,0,0
"4056","LOC101927397",0,0,0,0,0,0
"4057","LINC02966",3,7,5,42,76,41
"4058","LOC101927401",477,607,891,179,199,157
"4059","AFTPH-DT",5,2,5,18,9,11
"4060","LOC101927404",0,0,0,0,0,0
"4061","LOC101927405",0,0,0,0,0,0
"4062","LINC01821",0,0,0,0,0,0
"4063","LOC101927410",0,0,0,0,0,0
"4064","LINC01782",0,0,0,0,1,0
"4065","LINC01781",0,0,0,0,0,0
"4066","LOC101927413",0,0,0,0,0,0
"4067","LOC101927414",0,0,0,0,0,0
"4068","TMED2-DT",58,46,49,32,38,25
"4069","SRGAP3-AS2",0,0,0,2,0,0
"4070","FHAD1-AS1",1,1,3,11,2,2
"4071","LOC101927418",10,6,10,10,22,12
"4072","LINC02681",0,0,0,0,0,0
"4073","DMTF1-AS1",32,24,29,16,19,14
"4074","LOC101927421",0,0,0,0,0,0
"4075","GNA14-AS1",0,0,0,0,0,0
"4076","PANO1",68,76,57,99,90,56
"4077","LINC01961",0,0,0,1,5,0
"4078","KMT2CP1",2,3,2,2,7,4
"4079","LINC01903",0,0,0,0,0,0
"4080","LINC01790",0,0,0,0,0,0
"4081","LOC101927432",0,0,1,2,0,0
"4082","LINC01255",0,0,0,0,0,0
"4083","LOC101927434",0,0,0,0,0,0
"4084","LOC101927436",0,1,0,1,0,0
"4085","CLYBL-AS3",15,27,14,27,31,17
"4086","LINC01800",1,0,1,15,5,2
"4087","LOC101927439",0,0,1,0,0,0
"4088","SRGAP3-AS4",0,0,0,0,0,1
"4089","EFHD2-AS1",16,11,15,20,21,15
"4090","LOC101927445",2,2,1,4,2,1
"4091","LOC101927446",0,0,0,0,1,0
"4092","SCUBE1-AS1",0,0,0,0,0,0
"4093","LINC01282",0,0,0,0,0,0
"4094","LOC101927450",0,0,0,0,0,0
"4095","LOC101927452",0,0,1,0,1,0
"4096","LOC101927454",1,1,2,1,1,0
"4097","TMEM108-AS1",0,0,0,0,0,0
"4098","LINC01522",0,0,0,1,2,2
"4099","LINC01608",0,0,0,0,0,0
"4100","LINC02240",0,0,0,0,0,0
"4101","LOC101927461",1,1,1,9,13,13
"4102","LINC02359",0,0,0,0,0,0
"4103","CLYBL-AS1",0,0,0,0,0,0
"4104","LOC101927467",3,7,2,7,6,2
"4105","LOC101927468",0,0,0,0,0,0
"4106","LOC101927469",11,15,12,8,11,9
"4107","ITPRIP-AS1",2,4,1,2,4,2
"4108","LOC101927473",0,0,0,0,0,0
"4109","LOC101927474",0,0,1,0,0,0
"4110","LOC101927476",0,1,1,1,1,4
"4111","LINC01507",0,0,0,0,0,0
"4112","NUP133-DT",1,0,0,0,1,0
"4113","EPHA2-AS1",19,25,20,47,55,25
"4114","LOC101927480",0,0,0,0,0,0
"4115","LINC01909",4,7,2,1,3,0
"4116","HECW2-AS1",0,0,0,0,0,0
"4117","LOC101927483",0,0,0,0,0,0
"4118","LOC101927484",0,0,0,0,0,0
"4119","LOC101927486",0,2,0,0,3,0
"4120","LINC01609",0,0,0,0,0,0
"4121","LOC101927488",0,1,0,0,0,0
"4122","TCERG1L-AS1",1,0,0,2,4,1
"4123","QKILA",0,0,0,0,0,0
"4124","MRPS9-AS1",210,177,225,219,237,148
"4125","LINC02070",0,0,0,0,0,0
"4126","LOC101927495",0,0,0,0,0,0
"4127","GREB1L-DT",0,0,0,0,0,0
"4128","CDK6-AS1",0,0,0,0,0,0
"4129","LINC01361",0,0,0,1,0,0
"4130","LOC101927499",0,0,1,0,0,0
"4131","PINCR",15,9,17,660,732,411
"4132","TLE1-DT",0,0,0,0,0,0
"4133","LINC02688",2,2,2,4,2,3
"4134","LINC01682",0,0,0,0,0,0
"4135","LINC02348",3,0,3,0,0,0
"4136","LOC101927506",27,22,35,46,60,47
"4137","HDLBP-AS1",684,515,641,583,732,429
"4138","LOC101927510",13,3,5,13,8,7
"4139","LOC101927511",0,1,2,0,0,1
"4140","LINC01275",2,1,9,1,1,4
"4141","LOC101927513",0,0,0,0,0,0
"4142","LOC101927514",0,0,0,0,0,0
"4143","LOC101927516",0,0,0,0,0,0
"4144","LOC101927518",0,0,0,0,0,0
"4145","LOC101927521",0,1,1,0,0,0
"4146","LOC101927522",1,1,1,0,1,0
"4147","LINC02620",0,0,0,0,0,0
"4148","LINC02587",35,26,24,16,28,12
"4149","COL1A2-AS1",0,0,0,0,2,0
"4150","LINC01656",0,0,0,0,0,0
"4151","LINC01204",0,0,0,0,0,0
"4152","LOC101927531",0,0,0,1,0,0
"4153","LINC01736",3,0,1,1,1,2
"4154",NA,0,0,0,0,0,0
"4155","LOC101927536",0,0,0,0,0,0
"4156",NA,2,1,3,6,2,2
"4157","LOC101927539",0,0,0,0,0,0
"4158","LINC01273",1,1,2,0,0,5
"4159","LINC01712",0,0,0,0,0,0
"4160","LOC101927543",0,0,0,1,0,0
"4161","ANO7L1",70,110,79,88,79,42
"4162","ANKRD44-IT1",0,0,0,0,0,0
"4163","LOC101927548",0,0,0,0,0,0
"4164","LINC02627",0,0,0,0,0,0
"4165","LOC101927550",235,238,241,266,312,157
"4166","LOC101927551",1,0,2,1,0,0
"4167","LOC101927552",26,34,31,9,12,10
"4168","LINC01737",0,0,0,0,0,0
"4169","LINC01250",0,0,0,0,0,0
"4170","LOC101927555",1,0,2,8,15,7
"4171","LOC101927556",1616,1181,1410,1182,1231,730
"4172","LOC101927557",0,0,0,0,0,0
"4173","LOC101927558",5,0,4,3,5,1
"4174","CEBPB-AS1",2340,1378,2192,1154,734,733
"4175","LOC101927560",0,0,0,0,0,0
"4176","LINC01267",0,0,0,0,0,0
"4177","LOC101927566",0,1,0,0,0,0
"4178","LOC101927571",1,0,0,1,0,0
"4179","LOC101927572",134,119,141,133,142,77
"4180","LOC101927573",0,0,0,0,0,0
"4181","LINC01186",0,0,0,0,0,0
"4182","LOC101927575",1,0,0,0,0,0
"4183","LINC01797",5,3,10,1,13,7
"4184","DNM1P50",2,3,2,2,3,1
"4185","LINC02141",0,0,1,0,0,0
"4186","CCDC182",0,0,0,0,0,0
"4187","LOC101927583",3,21,7,4,8,2
"4188","LOC101927584",0,0,0,0,0,0
"4189","LINC01271",60,103,94,9,22,13
"4190","LINC01725",0,0,1,0,0,0
"4191","LOC101927588",0,0,0,1,0,0
"4192","LINC01166",0,0,0,0,0,0
"4193","DPP10-AS3",0,0,0,0,0,0
"4194","LINC02405",0,0,0,0,0,0
"4195","ANKRD44-AS1",0,0,0,0,0,0
"4196","NCK1-DT",89,77,77,45,55,32
"4197","LOC101927598",0,0,0,0,0,0
"4198","ZNF529-AS1",148,153,166,88,134,80
"4199",NA,1,1,0,0,1,0
"4200","LOC101927602",0,0,1,1,1,1
"4201","LOC101927603",11,11,12,8,9,5
"4202","LOC101927604",4,2,7,4,2,0
"4203","LOC101927605",0,0,0,0,0,0
"4204","LINC01922",0,0,0,0,0,0
"4205","LOC101927608",18,15,13,2,5,6
"4206","LOC101927609",0,0,0,1,0,3
"4207","LOC101927610",13,16,10,12,16,14
"4208","RNF139-DT",30,19,28,17,19,16
"4209","LOC101927613",0,0,1,0,0,1
"4210","LOC101927615",11,6,9,5,5,4
"4211","LINC02375",0,0,0,0,0,0
"4212","LINC01923",0,0,0,0,0,0
"4213","DDHD1-DT",1,0,2,3,0,0
"4214","ZNF567-DT",11,12,11,11,24,10
"4215","LOC101927623",0,0,1,2,1,1
"4216","LINC01150",0,0,0,0,0,0
"4217","LOC101927627",0,0,0,0,0,0
"4218","LINC02165",0,0,0,0,0,0
"4219","LINC02889",0,0,0,0,0,0
"4220","ADNP-AS1",97,77,99,41,79,47
"4221","PPP1R35-AS1",350,404,360,429,501,292
"4222","PORCN-DT",2,0,2,0,4,0
"4223","LOC101927636",0,0,1,0,0,0
"4224","LINC02411",0,0,0,0,0,0
"4225","LAMA4-AS1",0,0,0,0,0,0
"4226","LINC01877",0,0,0,0,0,0
"4227","LINC01444",0,1,0,1,1,1
"4228","LOC101927646",0,0,0,2,1,1
"4229","LOC101927647",0,3,2,1,5,4
"4230","LINC02126",0,0,0,0,0,0
"4231","LINC01927",0,0,0,0,0,0
"4232","LINC02388",0,0,0,0,1,0
"4233",NA,80,79,86,69,64,55
"4234","LOC101927657",0,0,2,0,0,3
"4235","SMAD1-AS2",2,0,1,0,0,2
"4236","LOC101927661",2,3,2,1,0,2
"4237","LOC101927664",0,0,0,0,0,0
"4238","DYNLL2-DT",1,0,0,1,1,0
"4239","LINC01535",133,143,102,73,105,51
"4240","LOC101927668",0,0,0,1,1,0
"4241","MIR202HG",0,0,2,2,0,0
"4242",NA,29,40,48,34,66,56
"4243","LINC01429",0,0,0,2,1,0
"4244","CD81-AS1",118,130,135,202,241,148
"4245","LINC01744",0,0,0,0,0,0
"4246","HSFX4",20,17,23,29,28,19
"4247","LINC02541",0,0,0,0,0,0
"4248","LOC101927687",0,4,3,0,2,1
"4249","SEPTIN4-AS1",0,0,1,8,11,3
"4250","LOC101927690",0,0,0,0,0,0
"4251","LOC101927691",0,0,1,0,0,0
"4252","LOC101927692",0,0,0,0,1,0
"4253","ACSL6-AS1",0,0,0,0,0,0
"4254","LINC02368",0,0,0,0,0,0
"4255","LINC02227",0,0,0,0,0,0
"4256","DSCAS",0,0,0,0,0,0
"4257","SYT15-AS1",0,0,0,1,3,1
"4258","LINC01524",0,0,0,0,0,0
"4259","LINC01812",0,0,0,0,0,0
"4260","LOC101927702",0,0,2,4,10,3
"4261","FOXCUT",3,6,1,2,7,1
"4262","MIR3663HG",0,0,0,0,0,0
"4263","LOC101927708",0,0,0,0,0,0
"4264","LOC101927709",0,0,0,0,0,0
"4265","LOC101927711",0,0,0,1,0,1
"4266","LOC101927712",0,0,0,0,0,0
"4267","LINC01029",0,0,0,0,0,0
"4268","DSG1-AS1",0,0,0,0,0,0
"4269","ZNF793-AS1",7,7,4,4,6,4
"4270","LNCPRESS1",5,5,3,6,4,3
"4271","LINC01644",0,0,0,0,0,0
"4272","LOC101927723",0,0,1,0,0,0
"4273","BEAN1-AS1",0,0,1,7,8,1
"4274","LOC101927727",1,1,1,1,1,0
"4275","LINC01476",0,0,0,0,0,0
"4276","LINC02322",0,0,1,1,1,0
"4277","SERPINB9-AS1",1,3,5,2,0,0
"4278","TMEM132D-AS2",0,0,0,0,0,0
"4279","LINC02202",1,0,1,3,0,0
"4280","LOC101927741",1005,727,952,697,675,478
"4281","LOC101927745",0,0,0,0,0,0
"4282","EMSLR",355,343,356,312,291,177
"4283","ATP6V1B1-AS1",0,1,0,5,5,1
"4284","ALDH1A3-AS1",6,21,10,32,63,13
"4285","CLN8-AS1",294,342,328,285,322,203
"4286","RNFT1-DT",154,114,159,80,105,77
"4287","LOC101927756",12,8,9,9,7,7
"4288","LOC101927759",75,49,86,17,19,12
"4289","LINC02944",0,0,0,0,0,0
"4290","TH2LCRR",162,184,225,103,173,131
"4291","LARP4B-DT",1,0,2,3,5,1
"4292","OLFM5P",0,0,0,0,0,0
"4293","LOC101927764",26,28,27,21,25,18
"4294","COA6-AS1",389,299,332,299,261,188
"4295","LINC01847",0,1,0,0,0,0
"4296","HDAC2-AS2",5,8,5,6,10,8
"4297","LOC101927769",0,0,0,0,0,0
"4298","LOC101927770",133,96,134,169,225,141
"4299","LINC00824",0,0,1,0,0,0
"4300","SATB1-AS1",6,5,6,0,1,0
"4301","LINC01303",0,0,0,0,1,1
"4302","LOC101927786",0,0,0,0,0,0
"4303","LOC101927787",0,0,0,1,0,2
"4304","LOC101927788",5,9,5,13,30,7
"4305","FAUP4",906,530,975,839,616,519
"4306","LOC101927790",0,0,0,0,0,0
"4307","LOC101927793",59,110,66,65,82,39
"4308","BZW1-AS1",205,173,202,174,223,152
"4309","LINC01441",0,0,0,0,0,0
"4310","MIR548XHG",10,13,19,3,0,2
"4311","LOC101927798",0,0,0,0,0,0
"4312","LINC01823",0,0,0,0,1,0
"4313","LINC00368",0,0,0,0,0,0
"4314","CLSTN2-AS1",0,1,0,0,0,0
"4315","COSMOC",16,20,18,21,24,13
"4316","ITGB8-AS1",89,72,84,76,99,61
"4317","HMMR-AS1",169,66,157,9,7,4
"4318","LOC101927814",2,2,1,1,0,2
"4319","LINC03021",60,71,69,24,29,20
"4320","LOC101927817",2,4,7,3,6,1
"4321","LINC01425",0,0,0,0,0,0
"4322","LOC101927822",0,0,0,0,0,0
"4323","LOC101927823",0,0,0,0,0,0
"4324","PFKP-DT",37,39,39,48,25,18
"4325","LOC101927825",1126,469,967,1032,505,695
"4326","LOC101927827",1,0,1,0,1,0
"4327","OVOL1-AS1",0,0,0,0,0,0
"4328","LOC101927829",0,0,0,0,0,0
"4329","LOC101927830",14,22,17,17,36,12
"4330","PAQR9-AS1",2,3,2,3,3,2
"4331","LOC101927834",0,0,0,7,6,2
"4332","LINC02143",4,3,7,0,2,2
"4333","ATP6V0D1-DT",41,65,42,38,40,21
"4334","LOC101927839",0,0,0,0,0,0
"4335","LOC101927840",0,0,0,0,0,0
"4336","LINC01687",0,0,0,0,0,1
"4337","LINC02801",1,0,0,0,0,0
"4338","LOC101927845",0,0,0,0,0,0
"4339","LOC101927846",1,2,1,2,4,2
"4340","LOC101927847",0,0,0,0,0,0
"4341","LINC02355",0,0,0,0,0,0
"4342","LNCATV",1,0,0,0,0,0
"4343","THRB-AS2",0,0,0,0,0,0
"4344","LOC101927855",8,6,6,3,10,6
"4345","LOC101927857",0,0,2,0,0,0
"4346","RNF32-AS1",30,44,48,48,40,20
"4347","FAM230G",3,2,3,4,4,2
"4348","LINC01293",3,8,2,7,4,3
"4349","TENM2-AS1",0,1,2,0,1,0
"4350","LOC101927863",7,16,18,17,20,10
"4351","LOC101927864",251,220,279,226,245,174
"4352","MYOSLID-AS1",2,5,2,0,11,1
"4353","LINC02010",0,0,0,0,0,0
"4354","GRK5-IT1",1,0,0,0,0,1
"4355","LINC01689",0,0,0,0,0,0
"4356","SLC26A5-AS1",0,0,0,0,0,0
"4357","LOC101927871",0,1,0,1,0,2
"4358","LOC101927872",2,3,3,4,5,1
"4359","LINC01508",0,0,0,0,0,0
"4360","LINC01654",0,0,0,0,0,0
"4361","MARCHF10-DT",0,0,0,0,0,0
"4362","LOC101927879",0,0,0,0,0,0
"4363","LINC02669",0,2,2,0,0,1
"4364","LOC101927881",0,0,0,0,0,0
"4365","LOC101927882",0,0,0,0,0,0
"4366","EVA1A-AS",0,1,0,1,0,1
"4367","RFX5-AS1",27,15,23,23,20,10
"4368","LOC101927888",0,0,0,0,4,4
"4369","LINC01153",0,0,0,0,0,0
"4370","LOC101927890",0,0,0,0,0,0
"4371","PKN2-AS1",21,20,29,9,15,1
"4372","EMC1-AS1",213,163,169,140,169,87
"4373","LOC101927896",0,0,0,0,0,0
"4374","LOC101927897",33,22,37,23,19,18
"4375","LOC101927898",1,3,4,2,7,2
"4376","LINC01477",0,0,0,0,0,0
"4377","LINC02421",3,2,6,1,5,3
"4378","LINC02660",0,0,0,0,0,0
"4379","LINC02449",66,45,74,30,42,30
"4380","LRRTM4-AS1",0,0,0,0,0,0
"4381","LOC101927908",0,0,0,0,0,0
"4382","LOC101927911",21,13,18,43,42,41
"4383","CDYL-AS1",0,0,0,0,0,0
"4384","LOC101927914",0,0,0,0,3,1
"4385","LOC101927915",0,0,0,0,0,0
"4386","TUB-AS1",0,0,0,0,0,0
"4387","LOC101927919",28,20,26,29,52,19
"4388","LINC01478",0,0,0,0,0,0
"4389","LINC01479",0,0,0,0,0,0
"4390","LINC01856",0,0,1,0,0,0
"4391","LINC01851",0,0,0,0,0,0
"4392","LINC01480",0,0,0,1,0,0
"4393","LOC101927932",3,3,8,8,28,10
"4394","LINC01843",0,0,0,0,0,1
"4395",NA,0,0,1,0,0,0
"4396","RIC3-DT",0,0,0,0,0,0
"4397","LOC101927942",0,0,0,0,0,0
"4398","SETBP1-DT",0,1,0,0,0,0
"4399","FAM53B-AS1",0,0,1,2,4,1
"4400","LOC101927947",0,0,0,0,0,0
"4401","LOC101927948",0,0,0,0,0,0
"4402","LOC101927949",16,16,18,12,18,14
"4403","LOC101927950",0,0,0,2,1,0
"4404",NA,0,0,0,0,1,0
"4405","EPIST",2,2,1,2,1,0
"4406","LOC101927954",15,11,9,15,5,6
"4407","LINC01572",129,70,122,26,24,26
"4408","LOC101927960",0,0,0,0,0,0
"4409","LOC101927961",0,0,0,0,0,0
"4410","DENND3-AS1",59,95,81,74,73,47
"4411",NA,0,1,1,0,1,0
"4412","LOC101927966",34,36,35,46,40,35
"4413","LOC101927967",0,0,0,0,0,0
"4414","SLIT3-AS2",0,0,0,0,0,1
"4415","LOC101927971",0,0,1,0,0,2
"4416","FARS2-AS1",0,0,0,0,0,0
"4417","LINC01695",1,1,0,0,1,0
"4418","CBLL1-AS1",53,41,51,54,65,37
"4419","LOC101927975",0,0,0,0,0,0
"4420","ZFHX3-AS1",24,22,20,6,7,5
"4421","CAMTA2-AS1",242,243,309,163,165,104
"4422","SLC14A2-AS1",0,0,0,0,0,0
"4423","EDRF1-AS1",29,21,34,24,31,13
"4424","CTNNA2-AS1",0,0,0,0,0,0
"4425","LINC01527",0,0,0,0,0,0
"4426","ZNF516-AS1",69,30,53,44,28,27
"4427","TRDN-AS1",0,0,0,0,0,1
"4428","LINC01213",0,0,0,0,0,0
"4429","LOC101927993",0,0,0,0,2,0
"4430","LINC01087",0,0,2,1,1,0
"4431","LOC101927995",6,10,9,3,10,6
"4432","LOC101927999",69,65,89,62,59,36
"4433","ZNF232-AS1",86,54,105,58,55,31
"4434","PRKCA-AS1",0,0,0,0,0,0
"4435","LOC101928002",0,0,0,0,0,0
"4436","LOC101928004",0,0,0,0,0,0
"4437","PKD2L2-DT",5,2,9,3,4,4
"4438","LOC101928007",3,4,5,19,53,30
"4439","LOC101928008",3,1,3,2,2,3
"4440","LOC101928009",0,0,0,0,0,0
"4441","LOC101928012",0,0,0,0,0,0
"4442","LOC101928014",0,0,0,0,0,0
"4443","LINC01985",0,0,0,0,0,0
"4444",NA,2,1,1,1,0,2
"4445","KANSL1L-AS1",10,27,30,12,28,18
"4446","HELZ-AS1",6,5,9,4,12,7
"4447","LINC01214",0,0,0,1,0,0
"4448","LOC101928030",0,0,0,0,0,0
"4449","LINC01809",0,0,0,0,0,0
"4450","LOC101928032",5,9,10,6,16,8
"4451","KCNIP1-OT1",0,0,0,0,0,0
"4452","LOC101928034",1063,945,793,3236,2606,1287
"4453","PSMD7-DT",0,0,0,1,1,0
"4454","HRAT17",0,0,0,0,0,0
"4455","LOC101928037",0,0,0,0,0,0
"4456","LOC101928039",5,4,2,7,10,5
"4457","BARX1-DT",0,0,0,1,0,0
"4458","ARHGAP11A-DT",16,18,27,16,29,12
"4459","LINC01635",20,18,25,23,17,7
"4460","LOC101928045",33,25,48,50,70,32
"4461","LOC101928046",0,0,0,0,1,0
"4462","LOC101928047",0,0,0,0,0,0
"4463","LOC101928048",0,0,0,0,0,0
"4464","LOC101928051",17,17,26,37,29,19
"4465","LOC101928052",0,0,0,0,0,0
"4466","LOC101928053",7,4,4,9,2,4
"4467",NA,22,44,23,46,50,32
"4468","KBTBD11-AS1",0,0,1,0,0,0
"4469","LOC101928059",96,82,103,60,69,47
"4470","PRANCR",42,26,53,25,25,26
"4471","ZNF230-DT",74,68,77,63,58,46
"4472","LINC01945",0,0,0,0,4,3
"4473","LOC101928068",24,28,41,19,37,17
"4474","DPP3-DT",101,124,93,114,127,62
"4475","TTC9-DT",9,5,6,7,9,3
"4476","DSP-AS1",0,0,1,1,1,3
"4477","LOC101928077",1,0,0,0,0,0
"4478","SLC44A3-AS1",48,60,35,66,75,55
"4479","LOC101928080",2,1,1,2,1,2
"4480","LOC101928081",3,2,5,0,4,1
"4481","LOC101928084",0,0,0,0,0,0
"4482","ERICH6-AS1",50,69,50,32,38,12
"4483","LOC101928087",0,0,0,0,0,0
"4484","SMYD3-AS1",0,1,0,0,1,0
"4485","LOC101928092",17,20,23,35,51,22
"4486","LOC101928093",4,3,5,7,4,1
"4487","LOC101928095",0,2,1,2,5,1
"4488",NA,9,10,29,15,13,9
"4489","ALG14-AS1",0,1,1,0,0,0
"4490","PCAT7",51,59,67,33,55,21
"4491","KLRK1-AS1",3,0,0,0,4,2
"4492","IL6R-AS1",1,1,3,0,0,1
"4493","SNHG31",14,16,11,1,5,3
"4494","LINC01482",1,1,0,0,0,0
"4495","LOC101928105",6,2,3,2,1,1
"4496","LINC02522",0,6,1,2,0,0
"4497","LOC101928107",0,0,0,0,0,0
"4498","LY6L",0,0,0,0,0,0
"4499","HDAC4-AS1",21,18,18,29,41,19
"4500","ST3GAL5-AS1",2,0,0,0,2,0
"4501","LINC01811",0,0,0,0,0,0
"4502","RWDD3-DT",2,0,1,0,2,0
"4503","LOC101928119",16,16,16,9,13,3
"4504","LOC101928120",865,1232,949,2272,2373,1196
"4505","LINC01483",0,0,0,2,0,0
"4506","PAPLN-AS1",75,109,70,164,186,89
"4507","LOC101928126",0,0,0,1,1,1
"4508","LOC101928128",1,3,0,0,0,0
"4509","LOC101928131",0,0,0,0,0,1
"4510","LINC02683",0,0,0,0,0,0
"4511","RYR3-DT",0,0,0,0,0,0
"4512","LOC101928135",0,0,0,0,1,0
"4513","LINC01484",0,0,0,0,0,0
"4514","LINC02444",0,0,0,1,0,0
"4515","LINC01486",0,0,0,0,0,0
"4516","PTPRK-AS1",237,174,213,160,233,101
"4517","LINC01028",0,0,0,0,0,0
"4518","AADACL2-AS1",0,1,0,0,0,0
"4519","LOC101928143",1,1,1,0,0,0
"4520","LINC02837",0,1,0,0,1,0
"4521","LOC101928146",2,2,1,2,0,0
"4522","C21orf140",13,17,13,13,19,6
"4523","LINC02648",0,0,1,0,0,0
"4524","LINC01179",0,0,0,0,0,0
"4525",NA,9,5,3,9,17,7
"4526","ITGA9-AS1",22,24,18,9,23,20
"4527","LINC01485",0,0,0,0,0,0
"4528","LOC101928156",46,65,51,50,90,30
"4529","LAMA5-AS1",18,36,29,26,51,35
"4530","LOC101928160",0,1,4,1,1,4
"4531","NCKAP5-AS2",0,0,0,0,0,0
"4532","LINC02366",0,0,0,0,0,0
"4533","LOC101928163",14,15,5,0,0,0
"4534","CASC17",0,0,0,0,0,0
"4535","LOC101928166",0,0,0,0,0,0
"4536","LINC01917",0,0,0,0,0,0
"4537","LOC101928168",0,0,0,0,0,0
"4538","LINC01650",0,0,0,0,0,0
"4539","LINC01943",2,1,1,5,5,3
"4540","GJD2-DT",0,0,0,0,0,1
"4541","LINC01411",1,0,0,0,3,1
"4542","LOC101928177",1,1,0,0,0,1
"4543","LOC101928180",2,3,2,2,4,1
"4544","NCKAP5-AS1",0,0,0,0,0,0
"4545","LOC101928188",0,1,0,0,2,0
"4546","LINC01487",0,0,0,0,0,0
"4547","LOC101928191",0,0,0,0,0,0
"4548",NA,0,0,0,0,0,0
"4549","LOC101928195",1,2,2,3,4,4
"4550","LOC101928196",0,0,0,0,0,0
"4551","MRGPRF-AS1",0,0,0,0,0,0
"4552","LOC101928201",0,0,0,0,0,0
"4553","LOC101928202",0,2,0,1,0,1
"4554","LINC02125",0,0,0,0,0,0
"4555","LINC02097",0,0,0,0,0,0
"4556","LOC101928211",0,0,0,0,0,0
"4557","LOC101928212",0,2,2,2,4,0
"4558","LOC101928214",3,0,1,2,2,3
"4559","LOC101928215",7,3,8,2,1,4
"4560",NA,4,7,6,6,12,5
"4561","LOC101928217",2,4,3,5,3,8
"4562","LOC101928219",0,0,0,0,0,0
"4563","WDR35-DT",10,14,18,15,16,12
"4564","LINC01612",0,0,0,0,0,0
"4565","LYPD9P",0,0,0,0,0,0
"4566","LINC02345",0,1,0,0,0,0
"4567","LOC101928228",0,0,0,0,0,0
"4568","LOC101928230",0,0,0,0,0,0
"4569","CT69",0,0,0,0,0,0
"4570","LINC01280",0,0,0,0,0,0
"4571","LINC01671",0,0,0,0,0,0
"4572","LOC101928234",1,1,3,2,3,3
"4573","PIK3R5-DT",1,0,1,0,0,0
"4574","LOC101928236",9,31,29,5,19,8
"4575","LOC101928237",1,6,5,1,3,1
"4576","ZNF426-DT",21,24,12,7,23,13
"4577","LINC01787",0,0,0,0,0,0
"4578","DARS1-AS1",287,257,332,239,290,164
"4579","TESC-AS1",0,0,0,0,0,0
"4580","LINC01229",0,0,0,0,0,0
"4581","LOC101928251",0,0,0,0,0,0
"4582","LOC101928253",0,0,0,0,0,0
"4583","LOC101928254",0,1,0,0,0,0
"4584","LOC101928255",0,0,0,0,0,0
"4585","LOC101928257",0,0,0,0,0,0
"4586","PHKA1-AS1",4,0,1,1,0,1
"4587","LOC101928263",16,9,10,18,15,10
"4588","LOC101928264",0,1,0,0,0,0
"4589","LOC101928266",0,0,0,7,10,5
"4590",NA,1,4,1,7,3,2
"4591","LOC101928269",0,0,1,0,0,0
"4592","LINC01708",0,0,0,0,0,0
"4593","LINC02850",0,0,0,0,0,0
"4594","LOC101928272",0,0,0,0,0,0
"4595","LOC101928273",0,0,0,0,0,0
"4596","LOC101928274",185,250,192,114,170,80
"4597","LINC01227",0,0,0,0,0,0
"4598","LOC101928277",3,0,2,0,2,0
"4599","IGFBP-AS1",0,0,0,0,0,0
"4600","LOC101928279",1,2,2,0,0,0
"4601","LINC02549",0,0,0,0,0,0
"4602","LOC101928283",0,0,0,0,0,0
"4603","PDE9A-AS1",0,0,0,0,0,0
"4604","LINC01285",0,0,1,1,0,1
"4605","LINC02504",0,0,0,0,0,0
"4606","PLBD1-AS1",147,163,155,99,140,61
"4607","LINC01488",1,0,1,0,0,0
"4608","LOC101928295",11,18,9,15,13,8
"4609","LINC02670",0,0,0,0,0,0
"4610","CABP1-DT",1,0,1,0,0,0
"4611","ZPLD2P",0,1,0,1,0,0
"4612","LINC03002",0,0,1,0,1,2
"4613","LOC101928306",0,0,0,0,0,0
"4614","ADGRB3-DT",0,0,0,0,0,0
"4615","LINC02530",0,0,0,0,0,0
"4616","LINC01668",0,0,0,0,0,0
"4617","GALNTL6-AS1",0,0,0,0,0,0
"4618","LINC02859",0,0,0,0,0,0
"4619","LOC101928317",139,112,114,86,93,46
"4620","CELF2-DT",0,0,0,0,0,0
"4621","ZBTB47-AS1",18,17,21,9,13,7
"4622","DHDDS-AS1",5,5,9,6,3,5
"4623","LOC101928326",0,0,0,0,0,0
"4624","LINC01921",0,0,0,0,0,0
"4625","LOC101928331",1,1,0,0,0,0
"4626","GRM8-AS1",0,0,0,0,0,0
"4627","LOC101928334",0,0,0,0,0,0
"4628","LOC101928335",0,0,0,0,0,0
"4629","LOC101928336",1,3,3,4,1,2
"4630","PTCSC2",0,0,0,0,2,0
"4631","LOC101928338",0,0,0,0,0,0
"4632","LINC01489",0,0,1,0,0,0
"4633","LOC101928343",0,0,0,2,5,1
"4634","LOC101928344",49,47,63,32,43,30
"4635","PABPC1L2B-AS1",0,0,0,0,0,0
"4636","KDM2B-DT",36,21,32,16,11,8
"4637","LOC101928347",0,0,0,0,0,0
"4638","LOC101928350",0,0,0,0,1,0
"4639","LOC101928351",0,0,0,0,0,0
"4640","LOC101928352",7,10,9,20,38,32
